"","pclass","sex","age","age_group","sibsp","parch","familysize","fare","embarked","survived"
"657","2nd_class","Male",19,"Teenage",0,0,0,10.5,"Southampton","No"
"658","2nd_class","Male",33,"Adult",0,0,0,12.28,"Southampton","No"
"659","3rd_class","Female",27,"Adult",1,0,1,14.45,"Cherbourg","No"
"660","3rd_class","Female",24,"Adult",1,0,1,15.5,"Queenstown","Yes"
"661","2nd_class","Male",29,"Adult",0,0,0,10.5,"Southampton","No"
"662","3rd_class","Male",22,"Adult",0,0,0,7.12,"Southampton","No"
"663","3rd_class","Male",30,"Adult",0,0,0,7.22,"Cherbourg","No"
"664","1st_class","Male",44,"Adult",2,0,2,90,"Queenstown","No"
"665","3rd_class","Female",25,"Adult",0,0,0,7.78,"Southampton","No"
"666","2nd_class","Female",24,"Adult",0,2,2,14.5,"Southampton","Yes"
"667","1st_class","Male",37,"Adult",1,1,2,52.55,"Southampton","Yes"
"668","2nd_class","Male",54,"Adult",1,0,1,26,"Southampton","No"
"669","3rd_class","Male",30,"Adult",0,0,0,7.25,"Southampton","No"
"670","3rd_class","Female",29,"Adult",1,1,2,10.46,"Southampton","No"
"671","1st_class","Male",62,"Adult",0,0,0,26.55,"Southampton","No"
"672","3rd_class","Male",30,"Adult",1,0,1,16.1,"Southampton","No"
"673","3rd_class","Female",41,"Adult",0,2,2,20.21,"Southampton","No"
"674","3rd_class","Female",29,"Adult",0,2,2,15.25,"Cherbourg","Yes"
"675","1st_class","Female",38,"Adult",0,0,0,79.2,"Cherbourg","Yes"
"676","1st_class","Female",30,"Adult",0,0,0,86.5,"Southampton","Yes"
"677","1st_class","Female",35,"Adult",0,0,0,512.33,"Cherbourg","Yes"
"678","2nd_class","Female",50,"Adult",0,1,1,26,"Southampton","Yes"
"679","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"680","3rd_class","Male",3,"Kid",4,2,6,31.39,"Southampton","Yes"
"681","1st_class","Male",52,"Adult",1,1,2,79.65,"Southampton","No"
"682","1st_class","Male",40,"Adult",0,0,0,0,"Southampton","No"
"683","3rd_class","Female",29,"Adult",0,0,0,7.75,"Queenstown","No"
"684","2nd_class","Male",36,"Adult",0,0,0,10.5,"Southampton","No"
"685","3rd_class","Male",16,"Teenage",4,1,5,39.69,"Southampton","No"
"686","3rd_class","Male",25,"Adult",1,0,1,7.78,"Southampton","Yes"
"687","1st_class","Female",58,"Adult",0,1,1,153.46,"Southampton","Yes"
"688","1st_class","Female",35,"Adult",0,0,0,135.63,"Southampton","Yes"
"689","1st_class","Male",48,"Adult",0,0,0,31,"Southampton","No"
"690","3rd_class","Male",25,"Adult",0,0,0,0,"Southampton","Yes"
"691","2nd_class","Female",41,"Adult",0,1,1,19.5,"Southampton","Yes"
"692","1st_class","Male",37,"Adult",0,1,1,29.7,"Cherbourg","No"
"693","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"694","1st_class","Female",63,"Adult",1,0,1,77.96,"Southampton","Yes"
"695","3rd_class","Female",45,"Adult",0,0,0,7.75,"Southampton","No"
"696","2nd_class","Male",33,"Adult",0,0,0,0,"Southampton","No"
"697","3rd_class","Male",7,"Kid",4,1,5,29.12,"Queenstown","No"
"698","3rd_class","Female",35,"Adult",1,1,2,20.25,"Southampton","Yes"
"699","3rd_class","Male",65,"Adult",0,0,0,7.75,"Queenstown","No"
"700","3rd_class","Male",28,"Adult",0,0,0,7.85,"Southampton","No"
"701","3rd_class","Male",16,"Teenage",0,0,0,9.5,"Southampton","No"
"702","3rd_class","Male",19,"Teenage",0,0,0,8.05,"Southampton","Yes"
"703","1st_class","Male",48,"Adult",0,0,0,26,"Southampton","No"
"704","3rd_class","Male",33,"Adult",0,0,0,8.66,"Cherbourg","No"
"705","3rd_class","Male",30,"Adult",0,0,0,9.5,"Southampton","Yes"
"706","3rd_class","Male",22,"Adult",0,0,0,7.9,"Southampton","No"
"707","2nd_class","Male",42,"Adult",0,0,0,13,"Southampton","Yes"
"708","3rd_class","Female",22,"Adult",0,0,0,7.75,"Queenstown","Yes"
"709","1st_class","Female",26,"Adult",0,0,0,78.85,"Southampton","Yes"
"710","1st_class","Female",19,"Teenage",1,0,1,91.08,"Cherbourg","Yes"
"711","2nd_class","Male",36,"Adult",0,0,0,12.88,"Cherbourg","No"
"712","3rd_class","Female",24,"Adult",0,0,0,8.85,"Southampton","No"
"713","3rd_class","Male",24,"Adult",0,0,0,7.9,"Southampton","No"
"714","1st_class","Male",48,"Adult",0,0,0,27.72,"Cherbourg","No"
"715","3rd_class","Male",24,"Adult",0,0,0,7.23,"Cherbourg","No"
"716","1st_class","Female",2,"Kid",1,2,3,151.55,"Southampton","No"
"717","1st_class","Male",43,"Adult",0,0,0,30.5,"Southampton","Yes"
"718","1st_class","Female",50,"Adult",0,1,1,247.52,"Cherbourg","Yes"
"719","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"720","3rd_class","Male",27,"Adult",2,0,2,23.25,"Queenstown","Yes"
"721","3rd_class","Male",19,"Teenage",0,0,0,0,"Southampton","No"
"722","2nd_class","Female",27,"Adult",0,0,0,12.35,"Queenstown","Yes"
"723","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"724","1st_class","Male",1,"Kid",1,2,3,151.55,"Southampton","Yes"
"725","1st_class","Female",35,"Adult",0,0,0,110.88,"Cherbourg","Yes"
"726","1st_class","Female",17,"Teenage",1,0,1,108.9,"Cherbourg","Yes"
"727","2nd_class","Male",30,"Adult",1,0,1,24,"Cherbourg","No"
"728","1st_class","Female",30,"Adult",0,0,0,56.93,"Cherbourg","Yes"
"729","1st_class","Female",24,"Adult",0,0,0,83.16,"Cherbourg","Yes"
"730","1st_class","Female",18,"Teenage",2,2,4,262.38,"Cherbourg","Yes"
"731","2nd_class","Female",26,"Adult",1,1,2,26,"Southampton","No"
"732","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"733","2nd_class","Male",43,"Adult",1,1,2,26.25,"Southampton","No"
"734","3rd_class","Female",26,"Adult",0,0,0,7.85,"Southampton","Yes"
"735","2nd_class","Female",24,"Adult",1,0,1,26,"Southampton","Yes"
"736","2nd_class","Male",54,"Adult",0,0,0,14,"Southampton","No"
"737","1st_class","Female",31,"Adult",0,2,2,164.87,"Southampton","Yes"
"738","1st_class","Female",40,"Adult",1,1,2,134.5,"Cherbourg","Yes"
"739","3rd_class","Male",22,"Adult",0,0,0,7.25,"Southampton","No"
"740","3rd_class","Male",27,"Adult",0,0,0,7.9,"Southampton","No"
"741","2nd_class","Female",30,"Adult",0,0,0,12.35,"Queenstown","Yes"
"742","2nd_class","Female",22,"Adult",1,1,2,29,"Southampton","Yes"
"743","3rd_class","Male",8,"Kid",8,2,10,69.55,"Southampton","No"
"744","1st_class","Female",36,"Adult",0,0,0,135.63,"Cherbourg","Yes"
"745","3rd_class","Male",61,"Adult",0,0,0,6.24,"Southampton","No"
"746","2nd_class","Female",36,"Adult",0,0,0,13,"Southampton","Yes"
"747","3rd_class","Female",31,"Adult",1,1,2,20.52,"Southampton","Yes"
"748","1st_class","Female",16,"Teenage",0,1,1,57.98,"Cherbourg","Yes"
"749","3rd_class","Female",25,"Adult",2,0,2,23.25,"Queenstown","Yes"
"750","1st_class","Male",46,"Adult",0,0,0,28.5,"Southampton","No"
"751","1st_class","Male",38,"Adult",0,1,1,153.46,"Southampton","No"
"752","3rd_class","Male",16,"Teenage",2,0,2,18,"Southampton","No"
"753","1st_class","Female",36,"Adult",1,0,1,133.65,"Southampton","Yes"
"754","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"755","1st_class","Male",29,"Adult",1,0,1,66.6,"Southampton","No"
"756","1st_class","Female",41,"Adult",0,0,0,134.5,"Cherbourg","Yes"
"757","3rd_class","Male",45,"Adult",0,0,0,8.05,"Southampton","Yes"
"758","1st_class","Male",45,"Adult",0,0,0,35.5,"Southampton","No"
"759","2nd_class","Male",2,"Kid",1,1,2,26,"Southampton","Yes"
"760","1st_class","Female",24,"Adult",3,2,5,263,"Southampton","Yes"
"761","2nd_class","Male",28,"Adult",0,0,0,13,"Southampton","No"
"762","2nd_class","Male",25,"Adult",0,0,0,13,"Southampton","No"
"763","2nd_class","Male",36,"Adult",0,0,0,13,"Southampton","No"
"764","2nd_class","Female",24,"Adult",0,0,0,13,"Southampton","Yes"
"765","2nd_class","Female",40,"Adult",0,0,0,13,"Southampton","Yes"
"766","3rd_class","Female",29,"Adult",1,0,1,16.1,"Southampton","Yes"
"767","3rd_class","Male",3,"Kid",1,1,2,15.9,"Southampton","Yes"
"768","3rd_class","Male",42,"Adult",0,0,0,8.66,"Southampton","No"
"769","3rd_class","Male",23,"Adult",0,0,0,9.22,"Southampton","No"
"770","1st_class","Male",48,"Adult",0,0,0,35,"Southampton","No"
"771","3rd_class","Male",15,"Teenage",1,1,2,7.23,"Cherbourg","No"
"772","3rd_class","Male",25,"Adult",1,0,1,17.8,"Southampton","No"
"773","3rd_class","Male",30,"Adult",0,0,0,7.22,"Cherbourg","No"
"774","3rd_class","Male",28,"Adult",0,0,0,9.5,"Southampton","No"
"775","1st_class","Female",22,"Adult",0,1,1,55,"Southampton","Yes"
"776","2nd_class","Female",38,"Adult",0,0,0,13,"Southampton","No"
"777","3rd_class","Female",24,"Adult",0,0,0,7.88,"Queenstown","Yes"
"778","3rd_class","Female",24,"Adult",0,0,0,7.88,"Queenstown","Yes"
"779","3rd_class","Male",40,"Adult",1,4,5,27.9,"Southampton","No"
"780","2nd_class","Male",29,"Adult",1,0,1,27.72,"Cherbourg","No"
"781","3rd_class","Female",45,"Adult",0,1,1,14.45,"Cherbourg","No"
"782","3rd_class","Male",35,"Adult",0,0,0,7.05,"Southampton","No"
"783","3rd_class","Male",28,"Adult",1,0,1,15.5,"Queenstown","No"
"784","3rd_class","Male",30,"Adult",0,0,0,7.25,"Southampton","No"
"785","1st_class","Female",60,"Adult",1,0,1,75.25,"Cherbourg","Yes"
"786","3rd_class","Female",22,"Adult",0,0,0,7.23,"Cherbourg","Yes"
"787","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"788","1st_class","Female",24,"Adult",0,0,0,69.3,"Cherbourg","Yes"
"789","1st_class","Male",25,"Adult",1,0,1,55.44,"Cherbourg","Yes"
"790","3rd_class","Male",18,"Teenage",1,0,1,6.5,"Southampton","No"
"791","3rd_class","Male",19,"Teenage",0,0,0,8.05,"Southampton","No"
"792","1st_class","Male",22,"Adult",0,0,0,135.63,"Cherbourg","No"
"793","3rd_class","Female",3,"Kid",3,1,4,21.08,"Southampton","No"
"794","1st_class","Female",36,"Adult",1,0,1,82.17,"Cherbourg","Yes"
"795","3rd_class","Female",22,"Adult",0,0,0,7.25,"Southampton","Yes"
"796","1st_class","Male",27,"Adult",0,2,2,211.5,"Cherbourg","No"
"797","3rd_class","Male",20,"Adult",0,0,0,4.01,"Cherbourg","No"
"798","3rd_class","Male",19,"Teenage",0,0,0,7.78,"Southampton","No"
"799","1st_class","Female",42,"Adult",0,0,0,227.52,"Cherbourg","Yes"
"800","3rd_class","Female",1,"Kid",0,2,2,15.74,"Cherbourg","Yes"
"801","3rd_class","Male",32,"Adult",0,0,0,7.92,"Southampton","No"
"802","1st_class","Female",35,"Adult",1,0,1,52,"Southampton","Yes"
"803","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"804","2nd_class","Male",18,"Teenage",0,0,0,73.5,"Southampton","No"
"805","3rd_class","Male",1,"Kid",5,2,7,46.9,"Southampton","No"
"806","2nd_class","Female",36,"Adult",0,0,0,13,"Southampton","Yes"
"807","3rd_class","Male",30,"Adult",0,0,0,7.73,"Queenstown","No"
"808","2nd_class","Female",17,"Teenage",0,0,0,12,"Cherbourg","Yes"
"809","1st_class","Male",36,"Adult",1,2,3,120,"Southampton","Yes"
"810","3rd_class","Male",21,"Adult",0,0,0,7.8,"Southampton","Yes"
"811","3rd_class","Male",28,"Adult",2,0,2,7.92,"Southampton","No"
"812","1st_class","Female",23,"Adult",1,0,1,113.28,"Cherbourg","Yes"
"813","3rd_class","Female",24,"Adult",0,2,2,16.7,"Southampton","Yes"
"814","3rd_class","Male",22,"Adult",0,0,0,7.8,"Southampton","No"
"815","3rd_class","Female",31,"Adult",0,0,0,7.85,"Southampton","No"
"816","2nd_class","Male",46,"Adult",0,0,0,26,"Southampton","No"
"817","2nd_class","Male",23,"Adult",0,0,0,10.5,"Southampton","No"
"818","2nd_class","Female",28,"Adult",0,0,0,12.65,"Southampton","Yes"
"819","3rd_class","Male",39,"Adult",0,0,0,7.92,"Southampton","Yes"
"820","3rd_class","Male",26,"Adult",0,0,0,8.05,"Southampton","No"
"821","3rd_class","Female",21,"Adult",1,0,1,9.82,"Southampton","No"
"822","3rd_class","Male",28,"Adult",1,0,1,15.85,"Southampton","No"
"823","3rd_class","Female",20,"Adult",0,0,0,8.66,"Southampton","No"
"824","2nd_class","Male",34,"Adult",1,0,1,21,"Southampton","No"
"825","3rd_class","Male",51,"Adult",0,0,0,7.75,"Southampton","No"
"826","2nd_class","Male",3,"Kid",1,1,2,18.75,"Southampton","Yes"
"827","3rd_class","Male",21,"Adult",0,0,0,7.78,"Southampton","No"
"828","3rd_class","Female",8,"Kid",3,1,4,25.47,"Southampton","No"
"829","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"830","3rd_class","Male",30,"Adult",0,0,0,6.86,"Queenstown","No"
"831","1st_class","Female",33,"Adult",1,0,1,90,"Queenstown","Yes"
"832","2nd_class","Male",33,"Adult",0,0,0,0,"Southampton","No"
"833","3rd_class","Male",44,"Adult",0,0,0,7.92,"Southampton","Yes"
"834","3rd_class","Female",28,"Adult",0,0,0,8.05,"Southampton","No"
"835","2nd_class","Female",34,"Adult",1,1,2,32.5,"Southampton","Yes"
"836","2nd_class","Female",18,"Teenage",0,2,2,13,"Southampton","Yes"
"837","2nd_class","Male",30,"Adult",0,0,0,13,"Southampton","No"
"838","3rd_class","Female",10,"Kid",0,2,2,24.15,"Southampton","No"
"839","3rd_class","Male",28,"Adult",0,0,0,7.9,"Cherbourg","No"
"840","3rd_class","Male",21,"Adult",0,0,0,7.73,"Queenstown","No"
"841","3rd_class","Male",29,"Adult",0,0,0,7.88,"Southampton","No"
"842","3rd_class","Female",28,"Adult",1,1,2,14.4,"Southampton","No"
"843","3rd_class","Male",18,"Teenage",1,1,2,20.21,"Southampton","No"
"844","3rd_class","Male",30,"Adult",0,0,0,7.25,"Southampton","No"
"845","2nd_class","Female",28,"Adult",1,0,1,26,"Southampton","Yes"
"846","2nd_class","Female",19,"Teenage",0,0,0,26,"Southampton","Yes"
"847","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"848","3rd_class","Male",32,"Adult",0,0,0,8.05,"Southampton","Yes"
"849","1st_class","Male",28,"Adult",0,0,0,26.55,"Southampton","Yes"
"850","3rd_class","Female",29,"Adult",1,0,1,16.1,"Southampton","Yes"
"851","2nd_class","Female",42,"Adult",1,0,1,26,"Southampton","Yes"
"852","3rd_class","Male",17,"Teenage",0,0,0,7.12,"Southampton","No"
"853","1st_class","Male",50,"Adult",1,0,1,55.9,"Southampton","No"
"854","1st_class","Female",14,"Teenage",1,2,3,120,"Southampton","Yes"
"855","3rd_class","Female",21,"Adult",2,2,4,34.38,"Southampton","No"
"856","2nd_class","Female",24,"Adult",2,3,5,18.75,"Southampton","Yes"
"857","1st_class","Male",64,"Adult",1,4,5,263,"Southampton","No"
"858","2nd_class","Male",31,"Adult",0,0,0,10.5,"Southampton","No"
"859","2nd_class","Female",45,"Adult",1,1,2,26.25,"Southampton","Yes"
"860","3rd_class","Male",20,"Adult",0,0,0,9.5,"Southampton","No"
"861","3rd_class","Male",25,"Adult",1,0,1,7.78,"Southampton","No"
"862","2nd_class","Female",28,"Adult",0,0,0,13,"Southampton","Yes"
"863","3rd_class","Male",29,"Adult",0,0,0,8.11,"Southampton","Yes"
"864","1st_class","Male",4,"Kid",0,2,2,81.86,"Southampton","Yes"
"865","2nd_class","Female",13,"Teenage",0,1,1,19.5,"Southampton","Yes"
"866","1st_class","Male",34,"Adult",0,0,0,26.55,"Southampton","Yes"
"867","3rd_class","Female",5,"Kid",2,1,3,19.26,"Cherbourg","Yes"
"868","1st_class","Male",52,"Adult",0,0,0,30.5,"Southampton","Yes"
"869","2nd_class","Male",36,"Adult",1,2,3,27.75,"Southampton","No"
"870","3rd_class","Male",28,"Adult",1,0,1,19.97,"Southampton","No"
"871","1st_class","Male",30,"Adult",0,0,0,27.75,"Cherbourg","No"
"872","1st_class","Male",49,"Adult",1,0,1,89.1,"Cherbourg","Yes"
"873","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"874","3rd_class","Male",29,"Adult",0,0,0,7.9,"Cherbourg","Yes"
"875","1st_class","Male",65,"Adult",0,0,0,26.55,"Southampton","No"
"876","1st_class","Female",38,"Adult",1,0,1,51.86,"Southampton","Yes"
"877","2nd_class","Female",50,"Adult",0,0,0,10.5,"Southampton","Yes"
"878","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"879","1st_class","Male",48,"Adult",0,0,0,26.55,"Southampton","Yes"
"880","3rd_class","Male",34,"Adult",0,0,0,8.05,"Southampton","No"
"881","1st_class","Male",47,"Adult",0,0,0,38.5,"Southampton","No"
"882","2nd_class","Male",48,"Adult",0,0,0,13,"Southampton","No"
"883","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"884","3rd_class","Male",38,"Adult",0,0,0,7.05,"Southampton","No"
"885","2nd_class","Male",33,"Adult",0,0,0,0,"Southampton","No"
"886","1st_class","Male",56,"Adult",0,0,0,26.55,"Southampton","No"
"887","3rd_class","Male",30,"Adult",0,0,0,7.72,"Queenstown","No"
"888","3rd_class","Female",1,"Kid",2,1,3,19.26,"Cherbourg","Yes"
"889","3rd_class","Male",30,"Adult",0,0,0,7.25,"Southampton","No"
"890","3rd_class","Male",38,"Adult",0,0,0,8.66,"Southampton","No"
"891","2nd_class","Female",33,"Adult",1,2,3,27.75,"Southampton","Yes"
"892","2nd_class","Female",23,"Adult",0,0,0,13.79,"Cherbourg","Yes"
"893","3rd_class","Female",22,"Adult",0,0,0,9.84,"Southampton","No"
"894","1st_class","Male",40,"Adult",0,0,0,52,"Southampton","No"
"895","2nd_class","Male",34,"Adult",1,0,1,21,"Southampton","No"
"896","3rd_class","Male",29,"Adult",1,0,1,7.05,"Southampton","No"
"897","3rd_class","Male",22,"Adult",0,0,0,7.52,"Southampton","No"
"898","3rd_class","Female",2,"Kid",0,1,1,12.29,"Southampton","Yes"
"899","3rd_class","Male",9,"Kid",5,2,7,46.9,"Southampton","No"
"900","2nd_class","Male",33,"Adult",0,0,0,0,"Southampton","No"
"901","3rd_class","Male",50,"Adult",0,0,0,8.05,"Southampton","No"
"902","3rd_class","Female",63,"Adult",0,0,0,9.59,"Southampton","Yes"
"903","1st_class","Male",25,"Adult",1,0,1,91.08,"Cherbourg","Yes"
"904","3rd_class","Female",8,"Kid",3,1,4,25.47,"Southampton","No"
"905","1st_class","Female",35,"Adult",1,0,1,90,"Southampton","Yes"
"906","1st_class","Male",58,"Adult",0,0,0,29.7,"Cherbourg","No"
"907","3rd_class","Male",30,"Adult",0,0,0,8.05,"Southampton","No"
"908","3rd_class","Male",9,"Kid",1,1,2,15.9,"Southampton","Yes"
"909","3rd_class","Male",28,"Adult",1,0,1,19.97,"Southampton","No"
"910","3rd_class","Male",21,"Adult",0,0,0,7.25,"Southampton","No"
"911","1st_class","Male",55,"Adult",0,0,0,30.5,"Southampton","No"
"912","1st_class","Male",71,"Elder",0,0,0,49.5,"Cherbourg","No"
"913","3rd_class","Male",21,"Adult",0,0,0,8.05,"Southampton","No"
"914","3rd_class","Male",28,"Adult",0,0,0,14.46,"Cherbourg","No"
"915","1st_class","Female",54,"Adult",1,0,1,78.27,"Cherbourg","Yes"
"916","3rd_class","Male",28,"Adult",0,0,0,15.1,"Southampton","No"
"917","1st_class","Female",25,"Adult",1,2,3,151.55,"Southampton","No"
"918","3rd_class","Male",24,"Adult",0,0,0,7.8,"Southampton","No"
"919","3rd_class","Male",17,"Teenage",0,0,0,8.66,"Southampton","No"
"920","3rd_class","Female",21,"Adult",0,0,0,7.75,"Queenstown","No"
"921","3rd_class","Female",29,"Adult",0,0,0,7.63,"Queenstown","No"
"922","3rd_class","Female",37,"Adult",0,0,0,9.59,"Southampton","No"
"923","1st_class","Female",16,"Teenage",0,0,0,86.5,"Southampton","Yes"
"924","1st_class","Male",18,"Teenage",1,0,1,108.9,"Cherbourg","No"
"925","2nd_class","Female",33,"Adult",0,2,2,26,"Southampton","Yes"
"926","1st_class","Male",43,"Adult",0,0,0,26.55,"Southampton","Yes"
"927","3rd_class","Male",28,"Adult",0,0,0,22.52,"Southampton","No"
"928","3rd_class","Male",26,"Adult",0,0,0,56.5,"Southampton","Yes"
"929","3rd_class","Male",29,"Adult",0,0,0,7.75,"Queenstown","Yes"
"930","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"931","1st_class","Male",36,"Adult",0,0,0,26.29,"Southampton","Yes"
"932","1st_class","Female",54,"Adult",1,0,1,59.4,"Cherbourg","Yes"
"933","3rd_class","Male",24,"Adult",0,0,0,7.5,"Southampton","No"
"934","1st_class","Male",47,"Adult",0,0,0,34.02,"Southampton","No"
"935","2nd_class","Female",34,"Adult",0,0,0,10.5,"Southampton","Yes"
"936","3rd_class","Male",30,"Adult",0,0,0,24.15,"Queenstown","No"
"937","2nd_class","Female",36,"Adult",1,0,1,26,"Southampton","Yes"
"938","3rd_class","Male",32,"Adult",0,0,0,7.9,"Southampton","No"
"939","1st_class","Female",30,"Adult",0,0,0,93.5,"Southampton","Yes"
"940","3rd_class","Male",22,"Adult",0,0,0,7.9,"Southampton","No"
"941","3rd_class","Male",30,"Adult",0,0,0,7.22,"Cherbourg","No"
"942","1st_class","Female",44,"Adult",0,1,1,57.98,"Cherbourg","Yes"
"943","3rd_class","Male",30,"Adult",0,0,0,7.23,"Cherbourg","No"
"944","3rd_class","Male",40,"Adult",0,0,0,7.75,"Queenstown","No"
"945","2nd_class","Female",50,"Adult",0,0,0,10.5,"Southampton","Yes"
"946","1st_class","Male",36,"Adult",0,0,0,221.78,"Southampton","No"
"947","3rd_class","Male",39,"Adult",0,0,0,7.92,"Southampton","No"
"948","2nd_class","Male",23,"Adult",2,1,3,11.5,"Southampton","No"
"949","2nd_class","Female",2,"Kid",1,1,2,26,"Southampton","Yes"
"950","3rd_class","Male",30,"Adult",0,0,0,7.23,"Cherbourg","No"
"951","3rd_class","Male",17,"Teenage",1,1,2,7.23,"Cherbourg","No"
"952","3rd_class","Female",20,"Adult",0,2,2,22.36,"Cherbourg","Yes"
"953","3rd_class","Female",30,"Adult",0,0,0,8.66,"Southampton","No"
"954","2nd_class","Female",7,"Kid",0,2,2,26.25,"Southampton","Yes"
"955","1st_class","Male",45,"Adult",0,0,0,26.55,"Southampton","No"
"956","1st_class","Female",30,"Adult",0,0,0,106.42,"Cherbourg","Yes"
"957","3rd_class","Male",28,"Adult",0,0,0,14.5,"Southampton","No"
"958","1st_class","Female",22,"Adult",0,2,2,49.5,"Cherbourg","Yes"
"959","1st_class","Female",36,"Adult",0,2,2,71,"Southampton","Yes"
"960","3rd_class","Female",9,"Kid",4,2,6,31.27,"Southampton","No"
"961","3rd_class","Female",11,"Kid",4,2,6,31.27,"Southampton","No"
"962","2nd_class","Male",32,"Adult",1,0,1,26,"Southampton","Yes"
"963","1st_class","Male",50,"Adult",1,0,1,106.42,"Cherbourg","No"
"964","1st_class","Male",64,"Adult",0,0,0,26,"Southampton","No"
"965","2nd_class","Female",19,"Teenage",1,0,1,26,"Southampton","Yes"
"966","2nd_class","Male",25,"Adult",0,0,0,13.86,"Cherbourg","Yes"
"967","3rd_class","Male",33,"Adult",1,1,2,20.52,"Southampton","No"
"968","2nd_class","Male",8,"Kid",1,1,2,36.75,"Southampton","Yes"
"969","1st_class","Male",17,"Teenage",0,2,2,110.88,"Cherbourg","Yes"
"970","2nd_class","Male",27,"Adult",0,0,0,26,"Southampton","No"
"971","3rd_class","Male",28,"Adult",0,0,0,7.83,"Queenstown","No"
"972","3rd_class","Male",22,"Adult",0,0,0,7.22,"Cherbourg","Yes"
"973","3rd_class","Female",22,"Adult",0,0,0,7.78,"Southampton","Yes"
"974","1st_class","Male",62,"Adult",0,0,0,26.55,"Southampton","No"
"975","1st_class","Female",48,"Adult",1,0,1,39.6,"Cherbourg","Yes"
"976","1st_class","Male",36,"Adult",0,0,0,227.52,"Cherbourg","No"
"977","1st_class","Female",39,"Adult",1,1,2,79.65,"Southampton","Yes"
"978","3rd_class","Female",36,"Adult",1,0,1,17.4,"Southampton","Yes"
"979","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"980","3rd_class","Male",40,"Adult",0,0,0,7.9,"Southampton","No"
"981","2nd_class","Male",28,"Adult",0,0,0,13.5,"Southampton","No"
"982","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"983","3rd_class","Female",28,"Adult",0,0,0,8.05,"Southampton","No"
"984","3rd_class","Male",24,"Adult",2,0,2,24.15,"Southampton","No"
